Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating),Carbon Intensity (kg_CO2/kWh)
6,3,7,0,24.444449843670995,5.399226552071923e-06,61.82824925232055,0.3982707068984077,0.0,0.5691994994628217,0.0,0.0,2.0,24.444444444444443,1,0.4200177237739249
7,3,3,0,24.44445141100464,6.966560196275395e-06,51.70412878472739,0.4164601601943566,0.0,0.9422490868372412,0.0,0.0,2.0,24.444444444444443,1,0.4574493643344106
6,10,7,0,23.33335385315319,2.0519819862840905e-05,75.2987928153203,1.1799242584046663,0.3167418287204552,0.9330383595064494,0.0,279.16948447847693,1.0,23.33333333333333,1,0.3091597318361205
7,4,2,0,24.444450726475743,6.282031300486324e-06,61.94309851184718,0.4186613018250605,0.0,0.4457978231515814,0.0,0.0,2.0,24.444444444444443,1,0.5091624577874386
6,12,1,0,24.444447760578733,3.316134289832462e-06,61.914738811829565,0.9912532190966776,0.0,1.5132660878174191,0.0,609.1435478198807,0.0,24.444444444444443,1,0.4680417700398877
7,3,7,0,24.44444909551376,4.651069318128975e-06,57.87554280650828,0.4164601601943566,0.0,0.6683662297416656,0.0,0.0,2.0,24.444444444444443,1,0.3586302844937507
6,15,2,0,23.33333806932112,4.735987790382978e-06,76.09837000153856,0.8243293766230334,0.0,0.5709429052074867,0.0,458.6564660831906,0.0,23.33333333333333,1,0.4695444115118883
8,7,5,0,24.444448732392257,4.287947813708115e-06,58.27970192056176,0.5287842765921746,0.0,0.3947260822767495,0.0,13.708139002230366,1.0,24.444444444444443,1,0.4090620804835221
6,24,3,0,24.444448724364868,4.279920425176442e-06,70.46081443964553,0.4267451767435959,0.0,0.5403583080108711,0.0,0.0,2.0,24.444444444444443,1,0.4051266722338155
7,18,4,0,24.331755052549763,-0.0015782807835762,56.859756321483246,0.9344057641521408,0.0,2.7251900810610463,0.0,59.00974309101926,2.0,24.33333333333334,1,0.4434864554548263
8,12,2,0,24.44444743719616,2.992751728214671e-06,55.42227106956332,1.3523791290587917,0.0,3.203406675309518,0.0,582.7033001596103,1.0,24.444444444444432,1,0.4619965911681923
8,1,1,0,24.44445190750244,7.463057997370015e-06,56.31022328973148,0.4219327689230986,0.0,1.2900269573356349,0.0,0.0,2.0,24.444444444444443,1,0.4979663458648651
7,1,3,0,24.444438386789468,-6.057654974966908e-06,62.05998453008359,0.4219327689230986,0.0,0.5164189079618201,0.0,0.0,2.0,24.444444444444443,1,0.5213946331252391
6,13,2,0,24.444448252458567,3.8080141244734014e-06,62.75369788219968,0.9909721446044152,0.0,0.9008225878350968,0.0,384.5350512004679,0.0,24.444444444444443,1,0.4587545659453604
6,22,5,0,23.88889546718856,6.5782996827579154e-06,63.571340309796106,0.8165318277685572,0.0,2.148467825155819,0.0,0.0,2.0,23.88888888888888,1,0.3770494451898828
6,4,3,0,24.00000169007141,1.6900714108203374e-06,74.03830445051044,0.418829766816123,0.0,0.100259687980793,0.0,0.0,2.0,24.0,1,0.3226308791046377
6,1,7,0,24.444163240185265,-0.0002812042591777,63.566230055453744,0.4220804878438143,0.2194012533189882,0.4728393277358948,0.0,0.0,2.0,24.444444444444443,1,0.4304968145601094
7,15,6,0,24.444455195545054,1.075110061066198e-05,65.4072250167261,0.7721046181213445,0.0,2.339133046367158,0.0,598.5643668389945,0.0,24.444444444444443,1,0.3964697634795125
7,14,4,0,23.88889709628533,8.207396440695902e-06,55.64198374050368,1.17583425365815,0.8581312496497839,3.762571736083601,0.0,556.1817209425751,2.0,23.88888888888889,1,0.4793796762557223
8,9,7,0,24.44444850693246,4.062488017098076e-06,62.10623024482027,0.8138053277126471,0.0,1.4446589615528924,0.0,291.2641932708804,0.0,24.444444444444443,1,0.3144412737316691
7,17,6,0,23.88889627576805,7.386879161686011e-06,62.58239741293796,0.5953527146251847,0.0,3.628826354454021,0.0,416.57974872293374,0.0,23.88888888888889,1,0.4259558772888805
6,22,3,0,23.8888952656775,6.37678862247526e-06,62.37814416081567,0.8165318277685572,0.0,2.122250415904744,0.0,0.0,2.0,23.88888888888888,1,0.4164325791434388
6,13,1,0,24.44444675882797,2.314383525714448e-06,73.89366789380549,1.4907396293790338,0.376654948395269,0.8408006925426481,0.0,248.61501192992543,1.0,24.444444444444443,1,0.4476989507153963
6,12,5,0,23.888893590362,4.701473120150013e-06,59.1937872687064,0.9912532190966776,0.0,2.0092976826965936,0.0,582.1818904947544,0.0,23.88888888888888,1,0.4670758273094355
7,11,5,0,24.44445047942272,6.034978270008651e-06,65.66483857436417,1.0166311566515664,0.9983521696745158,1.089305136939739,0.0,150.64028358327647,0.0,24.444444444444446,1,0.4338757369326861
6,22,7,0,23.88889483448764,5.9455987475587335e-06,60.55726096248959,1.1900189732495468,1.571531757235446,3.953791595905619,0.0,0.0,2.0,23.88888888888889,1,0.3903978501147195
8,22,5,0,24.444450393868355,5.949423915296848e-06,59.11763831811703,1.237691190778983,0.2020332514557578,2.4673646782829493,0.0,0.0,2.0,24.44444444444444,1,0.3932448950928334
6,2,4,0,23.88897521376532,8.632487642756814e-05,63.10236625352803,0.4190018496757925,0.0,1.082993252110788,0.0,0.0,2.0,23.88888888888889,1,0.3845913118161996
6,7,4,0,24.444447500622044,3.0561776043214195e-06,58.2364228053801,0.7979006084173795,0.0,0.5411301616536914,0.0,29.987970164486136,2.0,24.44444444444444,1,0.4650598374419343
6,3,5,0,23.88890050253319,1.161364430046774e-05,62.96654174898751,0.416602947535668,0.0,0.9171163951900864,0.0,0.0,2.0,23.88888888888889,1,0.3795566492128247
8,21,2,0,24.44444910764125,4.663196808252224e-06,52.81302004023041,1.1136267479936062,0.0,2.847362646102445,0.0,0.0,2.0,24.444444444444443,1,0.4304357170160682
7,8,5,0,24.44444838890792,3.944463479399474e-06,59.01857900489789,1.0025366853820572,0.0,0.9513341430802756,0.0,110.94796265902453,2.0,24.44444444444444,1,0.3814314520999033
8,15,6,0,24.444453073036225,8.628591782411377e-06,59.556843120183466,0.7721046181213445,0.0,3.829825545137725,0.0,621.4300376468165,0.0,24.444444444444443,1,0.418873784067279
