Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating),Carbon Intensity (kg_CO2/kWh)
6,3,7,0,26.11112251698741,1.1405876303882678e-05,56.09226662361139,0.5929164969734199,0.0,0.9987089847115268,0.0,0.0,2.0,26.11111111111111,1,0.4200177237739249
7,3,3,0,26.11114578016548,3.466905436866341e-05,48.45466030454763,0.5929164969734199,0.0,1.2894614906592898,0.0,0.0,2.0,26.11111111111111,1,0.4574493643344106
6,10,7,0,27.16730282892829,-0.0549193932939253,59.6514689886848,0.7520204644570043,0.0,0.0686984248534838,0.0,279.16948447847693,2.0,27.22222222222221,1,0.3091597318361205
7,4,2,0,26.66667406334986,7.396683191274178e-06,55.43464958995813,0.5905175948332952,0.0,0.4470797700933715,0.0,0.0,2.0,26.666666666666668,1,0.5091624577874386
6,12,1,0,27.222216295814803,-5.926407435907777e-06,53.23465645531839,0.5977143012536691,0.4162478851630761,2.42160731056996,0.0,609.1435478198807,0.0,27.22222222222224,1,0.4680417700398877
7,3,7,0,26.11122984255736,0.0001187314462498,55.035404823361205,0.5929164969734199,0.0,1.332370414606673,0.0,0.0,2.0,26.111111111111107,1,0.3586302844937507
6,15,2,0,27.222227119400912,4.89717869101014e-06,65.48180991374896,0.7446127313191134,0.0,0.6895397766791199,0.0,458.6564660831906,1.0,27.22222222222222,1,0.4695444115118883
8,7,5,0,27.22223520113852,1.2978916299033472e-05,54.17393030774575,0.5929164969734199,1.7873787159833028,1.6628193999838463,0.0,13.708139002230366,2.0,27.22222222222222,1,0.4090620804835221
6,24,3,0,26.11128622726871,0.0001751161576031,61.58394921891259,0.6001132033937937,0.0,1.1067797501876766,0.0,0.0,2.0,26.111111111111107,1,0.4051266722338155
7,18,4,0,26.11115200910872,4.0897997600097824e-05,53.76605991376973,1.9333687067627936,0.0,5.31567743126212,0.0,59.00974309101926,1.0,26.11111111111112,1,0.4434864554548263
8,12,2,0,27.22222722568589,5.003463684261078e-06,49.72838946316973,0.7437771281661184,0.0,3.972599593111861,0.0,582.7033001596103,1.0,27.222222222222207,1,0.4619965911681923
8,1,1,0,27.22222906716573,6.844943506223444e-06,50.625938910276986,0.610168380027313,0.0,2.0944873335665446,0.0,0.0,2.0,27.222222222222225,1,0.4979663458648651
7,1,3,0,26.66667528574253,8.619075863691705e-06,55.43997908479293,0.5977143012536691,0.0,0.9242680570639924,0.0,0.0,2.0,26.666666666666668,1,0.5213946331252391
6,13,2,0,27.222227301454588,5.07923237336172e-06,54.37332199526852,0.7522143901891863,1.2061656376074616,1.4951010320699367,0.0,384.5350512004679,1.0,27.22222222222221,1,0.4587545659453604
6,22,5,0,26.11113512725079,2.4016139683169516e-05,57.09364410321048,1.2075145559437983,2.0115212594138123,4.7899965162355045,0.0,0.0,2.0,26.111111111111107,1,0.3770494451898828
6,4,3,0,26.77833582129156,0.0005580435137808,63.72703434609419,0.5905175948332952,0.0,0.0523664605614602,0.0,0.0,2.0,26.77777777777778,1,0.3226308791046377
6,1,7,0,24.554301334629177,0.1098568901847336,62.67603627914417,0.5977143012536691,0.0,2.589248262138037,0.0,0.0,2.0,24.444444444444443,1,0.4304968145601094
7,15,6,0,27.22223854901176,1.6326789538112507e-05,54.51161248816835,0.8794059007792365,0.3797078650605398,2.9307211764227388,0.0,598.5643668389945,2.0,27.22222222222222,1,0.3964697634795125
7,14,4,0,26.666684168212186,1.7501545517717432e-05,49.834860319133696,0.6025121055339183,0.0,4.710007094616061,0.0,556.1817209425751,0.0,26.666666666666668,1,0.4793796762557223
8,9,7,0,27.21961879768184,-0.0026034245403856,54.58389282290614,0.6001132033937937,1.9321422439666225,2.965178688806512,0.0,291.2641932708804,1.0,27.222222222222225,1,0.3144412737316691
7,17,6,0,27.22223260217225,1.0379950030170448e-05,53.29239075540946,0.7723663381061968,0.0,4.553286059180787,0.0,416.57974872293374,1.0,27.22222222222222,1,0.4259558772888805
6,22,3,0,26.66667679535541,1.012868874639139e-05,54.16310023142425,1.2075145559437983,0.0,2.968204558293629,0.0,0.0,2.0,26.666666666666664,1,0.4164325791434388
6,13,1,0,27.222229880675066,7.658452851444508e-06,61.96224456034385,0.7522143901891863,0.0,0.682095627068131,0.0,248.61501192992543,1.0,27.22222222222221,1,0.4476989507153963
6,12,5,0,27.22222923484189,7.012619676061149e-06,51.97602307222319,0.745749739577493,0.0,2.650450979702624,0.0,582.1818904947544,1.0,27.22222222222221,1,0.4670758273094355
7,11,5,0,24.44445763712314,1.3192678697038218e-05,61.0986046448412,0.5977143012536691,0.380569342111923,2.0472096131074475,0.0,150.64028358327647,0.0,24.444444444444443,1,0.4338757369326861
6,22,7,0,27.22223064644308,8.42422085867156e-06,52.5417229848314,2.736177949919018,0.0,2.2781860309116726,0.0,0.0,2.0,27.22222222222222,1,0.3903978501147195
8,22,5,0,26.691378097499257,0.0247114308325855,53.173901846987015,0.9254340780838584,0.0,3.359251367627216,0.0,0.0,2.0,26.66666666666667,1,0.3932448950928334
