Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating),Carbon Intensity (kg_CO2/kWh)
6,2,7,0,23.333743483930864,0.0004101505975349,55.37879875827908,0.4859088492414191,0.5120177610788701,4.448517355491046,0.0,0.0,1.0,23.33333333333333,1,0.4268248696354485
8,15,4,0,27.060488295868016,-0.1617339263542057,43.00407484132668,0.7024126734022788,0.0,0.577511318104812,0.0,312.78839155949566,2.0,27.22222222222222,1,0.4713488323193351
7,17,7,0,23.94729168622872,0.0584027973398271,54.26773653259804,0.6226398157276384,0.0,12.503523230677589,0.0,368.9738306858835,1.0,23.88888888888889,1,0.4522541183382813
6,4,7,0,23.33331525312664,-1.808020669002985e-05,55.18987325354333,0.4785215066466375,0.0,0.6666714970030149,0.0,0.0,2.0,23.33333333333333,1,0.3122934033400528
6,19,3,0,23.8888916645517,2.775662810705626e-06,55.33502022779929,0.6822581259500088,0.0,6.448197252493805,0.0,65.61499187317531,1.0,23.88888888888889,1,0.4197271070117946
6,12,5,0,23.888891124731646,2.235842767817076e-06,56.43743753512672,0.48960252053881,0.0,2.408072863756973,0.0,451.5936095409572,0.0,23.88888888888888,1,0.4774216858118577
7,20,2,0,23.97572385572165,0.0868349668327717,54.108395078752736,0.6794710558145425,0.0,10.178087943260282,0.0,1.6873718601324177,1.0,23.88888888888888,1,0.4789744449336549
8,3,5,0,23.33366488145552,0.0003315481221903,55.84017417188129,0.4822151779440283,0.0,4.233536171489394,0.0,0.0,2.0,23.33333333333333,1,0.3641498722461507
8,10,4,0,25.55638183200342,0.0008262764478601,46.21873522264516,2.534237471742957,0.0,3.2578933188842907,0.0,425.05346869786047,2.0,25.55555555555556,1,0.4654237099031843
7,24,5,0,23.99773618543884,-0.0022638145611644,52.144574637625446,0.4997700376225316,0.1455912253046093,4.409372975844922,0.0,0.0,2.0,24.000000000000004,1,0.3726157515609538
8,10,7,0,26.880300523950343,-0.3419216982718822,44.54893333082555,0.4932961918362006,0.0,0.0,0.0,440.92310123280953,1.0,27.222222222222225,1,0.462812354822264
6,10,1,0,25.22102123693089,-0.0012009852913088,48.65149140003303,0.6050002520804769,0.2427352320741488,4.041750171859099,0.0,437.6567849913423,1.0,25.2222222222222,1,0.4842407417030765
6,2,3,0,23.333589746387148,0.0002564130538118,53.68728608105886,0.4859088492414191,0.0,4.597438134383324,0.0,0.0,2.0,23.333333333333336,1,0.3978501267524075
6,4,4,0,23.33334066682345,7.333490120942088e-06,55.33001186568477,0.4513150060560331,0.0,2.9676076127994566,0.0,0.0,2.0,23.33333333333333,1,0.3622368281876896
8,22,1,0,26.026486243714665,-0.084624867396446,45.76556591736252,0.7384276486116661,0.5953926461185777,1.7575418662851996,0.0,0.0,1.0,26.11111111111111,1,0.4486953999111887
6,7,2,0,23.60693567825173,-0.0041754328593803,53.74103328606644,0.5516414520424721,0.0,2.240961763402292,0.0,33.11339498297011,2.0,23.61111111111111,1,0.5634722403315936
6,16,2,0,27.22222418840102,1.966178800216767e-06,45.21159902079727,0.5232995326827774,0.4711530016026171,2.4892815504210324,0.0,435.412120265215,1.0,27.22222222222222,1,0.4415468566634269
6,18,1,0,24.679741128191782,0.7908522393029038,53.46627704349919,0.6610099507104547,0.0,13.022804286348547,0.0,208.44613322308376,1.0,23.88888888888888,1,0.3873226272094098
6,6,5,0,23.33308601710485,-0.0002473162284779,52.942311649258,0.4748278353492466,0.0,1.430628192789983,0.0,0.0,2.0,23.33333333333333,1,0.4075612262221602
6,20,3,0,23.888891627968828,2.7390799353099737e-06,53.14888296036366,0.5172106914039792,0.0,3.406345409602692,0.0,-0.0,0.0,23.888888888888893,1,0.4821190336141704
6,1,3,0,23.34243247484193,0.0090991415085959,54.12345158686495,0.48960252053881,0.0,5.787687057923372,0.0,0.0,2.0,23.333333333333336,1,0.4326883162559257
6,18,4,0,23.904450586585494,0.015561697696615,54.77020143036573,0.6610099507104547,0.6616015287099652,8.38502981503183,0.0,252.0732416254178,1.0,23.88888888888888,1,0.4085892488831837
7,9,7,0,22.78696324821484,0.0091854704370675,58.04329988892409,0.6065216152444811,0.0,4.092485746378448,0.0,108.49061486302654,1.0,22.77777777777777,1,0.4233455644076282
8,9,3,0,25.06427311432733,-0.1023935523393291,48.84133247219948,0.4932961918362006,0.0,0.6896037005778397,0.0,263.16566718608766,2.0,25.16666666666666,1,0.5118028373537256
7,23,5,0,24.720296518439746,-0.0019257037824758,50.66908037758856,0.5043772057283731,0.0,2.58048585515691,0.0,0.0,1.0,24.72222222222222,1,0.4069313060378751
8,12,1,0,27.198639997860067,-0.0235822243621584,42.277766905244846,0.5965301750365779,0.1555379568319058,1.5839315503563434,0.0,510.30083761787074,1.0,27.222222222222225,1,0.489344284707622
6,2,6,0,22.96497331739008,0.0205288729456363,57.08219792957828,0.4859088492414191,0.0,4.020482841417901,0.0,0.0,2.0,22.944444444444443,1,0.3872424385226741
7,2,5,0,23.333459477676858,0.0001261443435289,52.047833494495066,0.4859088492414191,0.0,3.346825743061812,0.0,0.0,1.0,23.33333333333333,1,0.4675022043815884
7,16,3,0,26.097028150913875,-0.0140829601972356,46.80300528797546,0.5232995326827774,0.8962796436631645,3.0082817752277555,0.0,467.56148765267193,0.0,26.11111111111111,1,0.4827492547084512
6,20,5,0,23.88929382542004,0.0004049365311438,51.29846933072785,0.6836997277318786,0.0,9.42131250692512,0.0,0.6472640254576445,1.0,23.888888888888896,1,0.4628853521536972
6,23,2,0,26.110942273337635,-0.0001688377734758,46.36352453032301,0.6544702130556584,0.0,0.7982047101509911,0.0,0.0,1.0,26.11111111111111,1,0.4867535798960272
6,5,1,0,23.333340457375748,7.124042419093257e-06,54.05965433840207,0.5198328466191117,0.0,2.196163473988181,0.0,0.0,2.0,23.33333333333333,1,0.5055610130711923
8,13,3,0,23.834859484372675,0.0015261510393465,53.76550096439797,0.712775884000412,0.2394042380201071,9.185546957193427,0.0,697.3095176950185,2.0,23.83333333333333,1,0.3920562645650292
7,19,4,0,23.89327456279972,0.0043856739108427,50.32543816417824,0.678247255206747,0.0,11.751666734955093,0.0,30.49222767188496,1.0,23.88888888888888,1,0.4794074776310043
7,16,6,0,27.22222621742161,3.995199389095205e-06,43.307701374707705,0.5232995326827774,0.0,6.176216804761596,0.0,421.262834745988,0.0,27.22222222222222,1,0.466484183510724
8,7,1,0,23.8868790418848,-0.0020098470040892,50.79494089310295,0.5505152459766295,0.0,0.8629661111404482,0.0,13.571239314945736,1.0,23.88888888888889,1,0.4975710519417777
