Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating),Carbon Intensity (kg_CO2/kWh)
6,3,7,0,22.23614655027569,0.0139243280534699,65.85587864641693,0.3514370972626898,0.0,3.323167481669832,0.0,0.0,3.0,22.22222222222222,1,0.4200177237739249
7,3,3,0,23.3342914376736,0.0009581043402704,53.565016893840834,0.3514218915595264,0.0,2.746492946669163,0.0,0.0,3.0,23.33333333333333,1,0.4574493643344106
6,10,7,0,22.768202047836112,-0.009575729941659,66.52155580966361,0.4468024673332138,4.529509017598282,3.521042388063325,0.0,279.16948447847693,2.0,22.77777777777777,1,0.3091597318361205
7,4,2,0,22.22237714791928,0.0001549256970569,65.62668175637648,0.3500638791830994,0.0,2.5837044857635147,0.0,0.0,3.0,22.22222222222222,1,0.5091624577874386
6,12,1,0,24.4444482836016,3.839157155738349e-06,55.71514706427687,0.3992909788126442,0.0,1.948266490934248,0.0,609.1435478198807,1.0,24.444444444444443,1,0.4680417700398877
7,3,7,0,23.334453929854487,0.001120596521158,59.87871030507584,0.3514218915595264,0.0,2.582489335354956,0.0,0.0,3.0,23.33333333333333,1,0.3586302844937507
6,15,2,0,24.4444457759666,1.3315221600862517e-06,69.50874078188077,0.3557057157896695,0.2264974439843352,0.2865441181803725,0.0,458.6564660831906,0.0,24.44444444444444,1,0.4695444115118883
8,7,5,0,23.33334360053513,1.0267201801639205e-05,58.99297077179323,0.4078816363437902,2.024799368000476,1.683407189110821,0.0,13.708139002230366,2.0,23.33333333333333,1,0.4090620804835221
6,24,3,0,22.89158235960564,0.1138045818278534,76.35524308779426,0.393891788551843,0.0,3.6458051700464935,0.0,0.0,3.0,22.777777777777786,1,0.4051266722338155
7,18,4,0,25.74753768521213,0.0253154629899192,59.9645481476016,0.5646164085523061,0.1902819976669329,5.260140372142566,0.0,59.00974309101926,3.0,25.72222222222221,1,0.4434864554548263
8,12,2,0,24.44444889735767,4.4529132274817584e-06,54.189397295771705,0.3984778649276709,0.0,3.936265254546466,0.0,582.7033001596103,1.0,24.444444444444443,1,0.4619965911681923
8,1,1,0,23.87635656175981,0.0430232284264739,58.079409481005584,0.3561709218419003,0.0,2.9741484868473664,0.0,0.0,3.0,23.833333333333336,1,0.4979663458648651
7,1,3,0,23.33719453818015,0.0594167604023638,63.08201110878017,0.3541941500164214,0.0,2.510434977595615,0.0,0.0,3.0,23.277777777777786,1,0.5213946331252391
6,13,2,0,24.44445164484037,7.200395927497993e-06,57.43990783700314,0.4030177654177895,0.4101703748744499,1.6386580710443883,0.0,384.5350512004679,1.0,24.444444444444443,1,0.4587545659453604
6,22,5,0,24.4444848910227,4.0446578253749976e-05,60.22932834302578,0.5447744391590713,0.9345369693385984,4.094000705811571,0.0,0.0,3.0,24.444444444444446,1,0.3770494451898828
