Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating),Carbon Intensity (kg_CO2/kWh)
6,2,7,0,26.07778522801653,-0.0333258830945801,57.4497480951711,0.5953153991135445,0.0,0.8500077350867131,0.0,0.0,2.0,26.11111111111111,1,0.4268248696354485
8,15,4,0,27.2222584825424,3.626032017933767e-05,52.53013553140734,0.8849576829543921,0.0,1.6403622913433495,0.0,312.78839155949566,2.0,27.22222222222222,1,0.4713488323193351
7,17,7,0,27.2222331890714,1.0966849178117856e-05,54.14607419783823,0.7723663381061968,1.136528698456863,3.6248462362317024,0.0,368.9738306858835,1.0,27.22222222222222,1,0.4522541183382813
6,4,7,0,25.95877404471625,-0.7078926219504176,62.243103526872105,0.5905175948332952,0.0,0.0,0.0,0.0,2.0,26.666666666666668,1,0.3122934033400528
6,19,3,0,26.277810712619164,3.29348413785624e-05,61.64898293542221,0.8429040450718129,2.983845079402448,3.706434554294632,0.0,65.61499187317531,1.0,26.277777777777786,1,0.4197271070117946
6,12,5,0,26.27252738892929,-0.3941392777373806,68.0941078745195,0.745749739577493,0.0,0.0,0.0,451.5936095409572,1.0,26.666666666666675,1,0.4774216858118577
7,20,2,0,26.66667367826333,7.011596672157339e-06,55.124958042645474,1.069485134186024,0.0,2.906702081824732,0.0,1.6873718601324177,2.0,26.666666666666657,1,0.4789744449336549
8,3,5,0,26.666684395735945,1.7729069277550025e-05,55.17041909156042,0.5929164969734199,1.925014158941919,2.5773106719442347,0.0,0.0,2.0,26.666666666666668,1,0.3641498722461507
8,10,4,0,26.66667192546679,5.258800115370832e-06,49.76446330666204,0.750094117588173,0.0,2.77932260247996,0.0,425.05346869786047,1.0,26.666666666666675,1,0.4654237099031843
7,24,5,0,26.65343879899468,-0.0132278676719899,54.39342011383832,0.7328931910190183,0.0,1.5914622604574145,0.0,0.0,2.0,26.66666666666667,1,0.3726157515609538
8,10,7,0,26.11111735507076,6.243959653318143e-06,53.15497532169144,2.123005746962728,0.0,3.171349219945279,0.0,440.92310123280953,2.0,26.111111111111104,1,0.462812354822264
6,10,1,0,26.666671426769778,4.760103117007475e-06,55.22081148604058,0.7520204644570043,2.1756456677987086,3.4224522716243952,0.0,437.6567849913423,1.0,26.66666666666666,1,0.4842407417030765
6,2,3,0,26.11114560258573,3.4491474618647544e-05,53.51715009677726,0.5953153991135445,0.0,1.1399933117802978,0.0,0.0,2.0,26.11111111111111,1,0.3978501267524075
6,4,4,0,26.69893359532476,0.032266928658089,55.74231613957896,0.5520824553564035,0.3631471144911337,0.7779666465455798,0.0,0.0,2.0,26.666666666666668,1,0.3622368281876896
8,22,1,0,27.22222972853888,7.506316656247236e-06,51.01297849639453,1.2387604420732998,0.0,2.7971163253252915,0.0,0.0,2.0,27.222222222222225,1,0.4486953999111887
6,7,2,0,26.111128201013024,1.7089901913180938e-05,56.70263535281089,0.6880069883120019,0.6417500722819434,1.7229296481013794,0.0,33.11339498297011,2.0,26.11111111111111,1,0.5634722403315936
6,16,2,0,27.22223277038349,1.054816126710989e-05,53.95156323616073,0.7558811759752481,0.0,2.1151500484865604,0.0,435.412120265215,1.0,27.22222222222222,1,0.4415468566634269
