Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating),Carbon Intensity (kg_CO2/kWh)
6,3,7,0,22.69277927806917,0.0261126114025032,57.606348966867614,0.4822151779440283,0.0,4.74745003746962,0.0,0.0,1.0,22.666666666666668,1,0.4200177237739249
7,3,3,0,23.33346647348294,0.0001331401496109,51.21774988557756,0.4822151779440283,0.0,4.478784068018103,0.0,0.0,1.0,23.33333333333333,1,0.4574493643344106
6,10,7,0,24.008194046049425,0.0081940460494251,54.02245061335251,0.4932961918362006,0.0,2.406041639811029,0.0,279.16948447847693,0.0,24.0,1,0.3091597318361205
7,4,2,0,23.33330339847503,-2.993485829705378e-05,54.35132754932687,0.4785215066466375,0.449320360468542,2.2000910295686738,0.0,0.0,2.0,23.33333333333333,1,0.5091624577874386
6,12,1,0,26.268947392327544,-0.1199414965613456,45.83448439336169,0.48960252053881,0.0,2.7702148556866395,0.0,609.1435478198807,0.0,26.38888888888889,1,0.4680417700398877
7,3,7,0,23.333354430264475,2.1096931146047385e-05,53.77644350240679,0.4822151779440283,0.0,3.0810613841511088,0.0,0.0,2.0,23.33333333333333,1,0.3586302844937507
6,15,2,0,23.888892741151928,3.852263048997884e-06,56.4593064812933,0.4952913135588789,0.0,5.698938081889825,0.0,458.6564660831906,0.0,23.88888888888888,1,0.4695444115118883
8,7,5,0,23.868888159065747,-0.0200007298231419,50.75183551573524,0.6188153140092303,0.0,0.4474360183889696,0.0,13.708139002230366,2.0,23.88888888888889,1,0.4090620804835221
6,24,3,0,24.33120637529221,-0.0021269580411242,53.7712350127828,0.5486754202131263,0.0,1.7124014396103475,0.0,0.0,2.0,24.333333333333336,1,0.4051266722338155
7,18,4,0,25.224063812355013,0.0018415901327877,47.11838662739478,0.5191518909179363,0.0,4.203214407148016,0.0,59.00974309101926,0.0,25.222222222222225,1,0.4434864554548263
8,12,2,0,27.222220870478424,-1.3517437906784837e-06,42.51288225187026,0.48960252053881,0.0,3.475867052601548,0.0,582.7033001596103,0.0,27.22222222222221,1,0.4619965911681923
8,1,1,0,23.598090335981915,0.0425347804263545,53.550018206371504,0.4986094125580516,0.0,5.662483894021533,0.0,0.0,2.0,23.55555555555556,1,0.4979663458648651
7,1,3,0,23.3450114644122,0.0116781310788702,55.49435548052911,0.48960252053881,0.0,4.960844076417994,0.0,0.0,1.0,23.33333333333333,1,0.5213946331252391
