Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating),Carbon Intensity (kg_CO2/kWh)
6,3,7,0,24.917038585152543,-0.0829614148474569,62.37644703572848,0.1846159898508742,0.0,0.0459226178764588,0.0,0.0,1.0,25.0,1,0.4200177237739249
7,3,3,0,24.86735933598236,-0.1326406640176429,47.62849871339415,0.1845370172718691,0.0,0.0691224372650212,0.0,0.0,1.0,25.0,1,0.4574493643344106
6,10,7,0,24.39389974303521,-0.6061002569647904,73.79287262694979,0.6988528576891782,0.0,0.0,0.0,279.16948447847693,0.0,25.0,1,0.3091597318361205
7,4,2,0,24.99969923792881,-0.0003007620711912,63.31257789969867,0.1872498625745154,0.0,0.0352567135411423,0.0,0.0,1.0,25.0,1,0.5091624577874386
6,12,1,0,24.99779531665016,-0.002204683349845,61.33189500435735,0.6676232643955375,0.0,1.7127479648979873,0.0,609.1435478198807,0.0,25.000000000000004,1,0.4680417700398877
7,3,7,0,24.948524378889243,-0.0514756211107574,58.048160554802834,0.1845370172718691,0.0,0.1054501352365042,0.0,0.0,1.0,25.0,1,0.3586302844937507
6,15,2,0,24.975952723838223,-0.0240472761617738,73.82577722156032,0.5254242445843347,0.1143322344305016,0.1580642245715423,0.0,458.6564660831906,0.0,25.0,1,0.4695444115118883
8,7,5,0,24.99903191995404,-0.0009680800459612,58.39599011487288,0.2779605536424023,0.0,0.120388082034624,0.0,13.708139002230366,1.0,25.0,1,0.4090620804835221
6,24,3,0,24.99974596266144,-0.0002540373385606,75.77455079597408,0.1890122463326243,0.0,0.0521237791671778,0.0,0.0,1.0,25.0,1,0.4051266722338155
7,18,4,0,24.996571270093064,-0.0034287299069255,57.28025984566575,0.633756529145374,0.0960511777826285,2.470850914057973,0.0,59.00974309101926,1.0,24.99999999999999,1,0.4434864554548263
8,12,2,0,24.99637504296594,-0.00362495703407,50.78869971150422,0.7576865049202416,0.6797248901554835,4.685232778422047,0.0,582.7033001596103,1.0,25.00000000000001,1,0.4619965911681923
8,1,1,0,23.89866440331626,0.0097755144273712,57.24115190573834,0.1872530420247231,0.0,1.7061345899021958,0.0,0.0,1.0,23.88888888888889,1,0.4979663458648651
7,1,3,0,23.898781965037887,0.0098930761489981,67.06332251992391,0.1872530420247231,0.0,0.8841354640134144,0.0,0.0,1.0,23.88888888888889,1,0.5213946331252391
6,13,2,0,23.343415335072063,0.010082001738727,67.14350684370028,0.6661140003687342,0.0,1.974905220621176,0.0,384.5350512004679,0.0,23.333333333333336,1,0.4587545659453604
6,22,5,0,24.99791184831769,-0.0020881516823081,60.67482771917437,0.3876185146016252,0.0,0.9353761936577734,0.0,0.0,1.0,25.0,1,0.3770494451898828
6,4,3,0,24.19500877582624,-0.8049912241737616,81.87949082559456,0.1873515063247411,0.0,0.0,0.0,0.0,1.0,25.0,1,0.3226308791046377
6,1,7,0,24.573818774807982,-0.4261812251920176,67.38790785961909,0.1873328365336289,0.0,0.0,0.0,0.0,1.0,25.0,1,0.4304968145601094
7,15,6,0,24.98170354700446,-0.0182964529955391,68.44179566646184,0.5683067006553444,0.5739582588021159,4.313861654482204,0.0,598.5643668389945,1.0,25.0,1,0.3964697634795125
7,14,4,0,24.99421220229098,-0.0057877977090186,50.37446230953974,0.63192748924609,1.486479025469624,2.887888580039541,0.0,556.1817209425751,1.0,25.0,1,0.4793796762557223
8,9,7,0,24.99589876762323,-0.0041012323767688,62.98914674812692,0.6177579917771625,0.0,1.9193058261890856,0.0,291.2641932708804,1.0,25.0,1,0.3144412737316691
7,17,6,0,24.992121357547177,-0.0078786424528232,61.99823441444521,0.3301945133542625,0.0,3.094611386703748,0.0,416.57974872293374,0.0,25.0,1,0.4259558772888805
